index,Course,Grade,Section_Grade,Course_Type,Cluster
3199,Pre-Calculus,11,80.44,Math,2
3200,Marine Science Honors,11,92.61,Science,0
3201,Anatomy and Physiology Honors,11,81.7,Science,2
3202,English Language and Composition AP,11,88.34,English,0
3203,Art History AP,11,92.68,Humanities,0
3204,Spanish III,11,95.41,Foreign Language,1
3205,Pre-Calculus,11,83.49,Math,2
3206,Marine Science Honors,11,92.41,Science,0
3207,European History AP,11,84.47,Humanities,2
3208,English Literature and Composition AP,11,93.16,English,0
3209,French IV Honors,11,91.28,Foreign Language,0
3210,Pre-Calculus Honors,11,82.49,Math,2
3211,Biology AP,11,93.13,Science,0
3212,Anatomy and Physiology Honors,11,98.43,Science,1
3213,AP Seminar (Capstone Year 1),11,86.37,Research,2
3214,English Literature and Composition AP,11,89.81,English,0
3215,Studio Art 3-D Design AP,11,97.68,Arts,1
3216,Latin III Honors,11,94.23,Foreign Language,1
3217,Calculus AB AP,11,90.1,Math,0
3218,Environmental Science AP,11,95.25,Science,1
3219,Marine Science Honors,11,100.09,Science,1
3220,Psychology AP,11,92.68,Psychology,0
3221,English Literature and Composition AP,11,96.62,English,1
3222,French IV Honors,11,95.44,Foreign Language,1
3223,Calculus BC AP,11,98.72,Math,1
3224,Computer Science A AP,11,95.8,Science,1
3225,Biology AP,11,96.5,Science,1
3226,Science Research II Advanced,11,98.0,Science,1
3227,European History AP,11,99.05,Humanities,1
3228,English Literature and Composition AP,11,91.13,English,0
3229,Spanish Literature and Culture AP,11,90.82,Foreign Language,0
3230,Chinese IV Honors,11,97.16,Foreign Language,1
3231,Calculus BC AP,11,87.43,Math,0
3232,Biology AP,11,90.8,Science,0
3233,Anatomy and Physiology Honors,11,92.57,Science,0
3234,European History AP,11,94.48,Humanities,1
3235,English Language and Composition AP,11,90.98,English,0
3236,Studio Art Drawing AP,11,96.35,Arts,1
3237,Spanish IV Honors,11,94.42,Foreign Language,1
3238,Pre-Calculus,11,89.53,Math,0
3239,Marine Science Honors,11,91.94,Science,0
3240,Psychology AP,11,81.7,Psychology,2
3241,Government and Politics: United States AP,11,85.87,Humanities,2
3242,English Literature and Composition AP,11,85.1,English,2
3243,Studio Art 3-D Design AP,11,97.44,Arts,1
3244,Spanish IV,11,93.94,Foreign Language,1
3245,Latin III Honors,11,94.47,Foreign Language,1
3246,Pre-Calculus,11,82.5,Math,2
3247,Marine Science Honors,11,93.28,Science,0
3248,Psychology AP,11,80.15,Psychology,2
3249,English Literature and Composition AP,11,92.32,English,0
3250,Latin III Honors,11,96.14,Foreign Language,1
3251,Calculus AB AP,11,92.75,Math,0
3252,Environmental Science AP,11,96.06,Science,1
3253,Psychology AP,11,96.42,Psychology,1
3254,European History AP,11,95.89,Humanities,1
3255,English Literature and Composition AP,11,91.94,English,0
3256,Studio Art Drawing AP,11,95.13,Arts,1
3257,Spanish IV Honors,11,96.75,Foreign Language,1
3258,Calculus AB AP,11,87.23,Math,0
3259,Biology AP,11,85.36,Science,2
3260,Microeconomics AP,11,88.76,Humanities,0
3261,English Literature and Composition AP,11,97.6,English,1
3262,Studio Art Drawing AP,11,98.04,Arts,1
3263,French IV Honors,11,96.91,Foreign Language,1
3264,Calculus AB AP,11,94.45,Math,1
3265,Biology AP,11,100.1,Science,1
3266,European History AP,11,98.33,Humanities,1
3267,English Language and Composition AP,11,93.77,English,1
3268,Latin III Honors,11,95.01,Foreign Language,1
3269,Pre-Calculus Honors,11,85.14,Math,2
3270,Environmental Science AP,11,93.44,Science,1
3271,European History AP,11,96.73,Humanities,1
3272,AP Seminar (Capstone Year 1),11,91.12,Research,0
3273,Social Entrepreneurship II Advanced,11,93.64,Entrepreneurship,1
3274,English Literature and Composition AP,11,93.12,English,0
3275,Spanish IV Honors,11,96.13,Foreign Language,1
3276,Statistics AP,11,95.58,Math,1
3277,Calculus AB AP,11,92.65,Math,0
3278,Data Structures Post-AP,11,95.2,Computer Science,1
3279,Biology AP,11,93.26,Science,0
3280,Microeconomics AP,11,94.27,Humanities,1
3281,English Literature and Composition AP,11,92.01,English,0
3282,Latin III Honors,11,98.61,Foreign Language,1
3283,Pre-Calculus Honors,11,92.4,Math,0
3284,Biology AP,11,92.65,Science,0
3285,Anatomy and Physiology Honors,11,97.58,Science,1
3286,Psychology AP,11,94.0,Psychology,1
3287,English Language and Composition AP,11,91.05,English,0
3288,Studio Art 3-D Design AP,11,94.88,Arts,1
3289,Spanish III,11,91.18,Foreign Language,0
3290,Pre-Calculus,11,89.5,Math,0
3291,Marine Science Honors,11,97.47,Science,1
3292,Psychology AP,11,77.09,Psychology,2
3293,English Literature and Composition AP,11,89.28,English,0
3294,Studio Art 3-D Design AP,11,97.07,Arts,1
3295,Latin III Honors,11,94.32,Foreign Language,1
3296,Pre-Calculus Honors,11,84.89,Math,2
3297,Anatomy and Physiology Honors,11,95.99,Science,1
3298,Psychology AP,11,91.21,Psychology,0
3299,Government and Politics: United States AP,11,91.2,Humanities,0
3300,English Literature and Composition AP,11,92.34,English,0
3301,Studio Art Drawing AP,11,94.96,Arts,1
3302,Spanish IV Honors,11,99.35,Foreign Language,1
3303,Pre-Calculus,11,94.55,Math,1
3304,Biology AP,11,87.08,Science,0
3305,Psychology AP,11,89.64,Psychology,0
3306,European History AP,11,95.07,Humanities,1
3307,English Literature and Composition AP,11,88.82,English,0
3308,Studio Art 3-D Design AP,11,97.56,Arts,1
3309,Spanish IV,11,94.68,Foreign Language,1
3310,Pre-Calculus,11,89.53,Math,0
3311,Marine Science Honors,11,97.89,Science,1
3312,Psychology AP,11,89.59,Psychology,0
3313,English Literature and Composition AP,11,95.58,English,1
3314,Spanish IV Honors,11,93.65,Foreign Language,1
3315,Pre-Calculus Honors,11,87.19,Math,0
3316,Biology AP,11,93.16,Science,0
3317,Government and Politics: United States AP,11,93.85,Humanities,1
3318,AP Seminar (Capstone Year 1),11,92.87,Research,0
3319,English Language and Composition AP,11,87.56,English,0
3320,Spanish IV,11,89.63,Foreign Language,0
3321,Calculus AB AP,11,82.76,Math,2
3322,Data Structures Post-AP,11,83.86,Computer Science,2
3323,Physics I AP,11,86.7,Science,0
3324,Psychology AP,11,83.35,Psychology,2
3325,English Literature and Composition AP,11,92.36,English,0
3326,Spanish Literature and Culture AP,11,94.02,Foreign Language,1
3327,Pre-Calculus,11,95.75,Math,1
3328,Environmental Science AP,11,92.9,Science,0
3329,Government and Politics: United States AP,11,95.31,Humanities,1
3330,AP Seminar (Capstone Year 1),11,92.87,Research,0
3331,English Literature and Composition AP,11,90.14,English,0
3332,Spanish IV Honors,11,94.49,Foreign Language,1
3333,Pre-Calculus,11,88.43,Math,0
3334,Environmental Science AP,11,92.37,Science,0
3335,European History AP,11,97.11,Humanities,1
3336,English Literature and Composition AP,11,92.16,English,0
3337,Chinese IV Honors,11,94.42,Foreign Language,1
3338,Calculus AB AP,11,91.38,Math,0
3339,Computer Science A AP,11,92.92,Science,0
3340,Biology AP,11,94.83,Science,1
3341,Psychology AP,11,87.16,Psychology,0
3342,AP Seminar (Capstone Year 1),11,82.69,Research,2
3343,English Literature and Composition AP,11,96.64,English,1
3344,Spanish IV Honors,11,96.66,Foreign Language,1
3345,Calculus AB AP,11,93.25,Math,0
3346,Data Structures Post-AP,11,93.7,Computer Science,1
3347,Biology AP,11,96.77,Science,1
3348,Science Research II Advanced,11,97.0,Science,1
3349,Microeconomics AP,11,94.87,Humanities,1
3350,English Literature and Composition AP,11,93.47,English,1
3351,Spanish III,11,93.99,Foreign Language,1
3352,Calculus BC AP,11,91.43,Math,0
3353,Biology AP,11,89.52,Science,0
3354,European History AP,11,94.09,Humanities,1
3355,Microeconomics AP,11,92.79,Humanities,0
3356,English Literature and Composition AP,11,93.25,English,0
3357,Spanish Literature and Culture AP,11,96.45,Foreign Language,1
3358,Calculus AB AP,11,96.25,Math,1
3359,Computer Science A AP,11,96.85,Science,1
3360,Chemistry AP,11,96.28,Science,1
3361,Science Research II Advanced,11,91.0,Science,0
3362,Microeconomics AP,11,94.97,Humanities,1
3363,English Literature and Composition AP,11,91.73,English,0
3364,Spanish IV,11,87.5,Foreign Language,0
3365,Pre-Calculus,11,84.79,Math,2
3366,Environmental Science AP,11,89.84,Science,0
3367,European History AP,11,92.93,Humanities,0
3368,Government and Politics: United States AP,11,94.02,Humanities,1
3369,English Language and Composition AP,11,90.84,English,0
3370,Latin III Honors,11,95.22,Foreign Language,1
3371,Pre-Calculus Honors,11,91.61,Math,0
3372,Data Structures Post-AP,11,93.89,Computer Science,1
3373,Biology AP,11,93.33,Science,0
3374,European History AP,11,87.98,Humanities,0
3375,English Literature and Composition AP,11,91.54,English,0
3376,Spanish IV Honors,11,97.69,Foreign Language,1
3377,Pre-Calculus Honors,11,91.96,Math,0
3378,Environmental Science AP,11,88.78,Science,0
3379,Anatomy and Physiology Honors,11,92.55,Science,0
3380,European History AP,11,96.56,Humanities,1
3381,English Literature and Composition AP,11,91.61,English,0
3382,Spanish IV,11,89.22,Foreign Language,0
3383,Pre-Calculus,11,90.85,Math,0
3384,Environmental Science AP,11,88.73,Science,0
3385,European History AP,11,88.44,Humanities,0
3386,AP Seminar (Capstone Year 1),11,90.37,Research,0
3387,Social Entrepreneurship II Advanced,11,95.93,Entrepreneurship,1
3388,English Language and Composition AP,11,88.36,English,0
3389,Chinese IV Honors,11,95.38,Foreign Language,1
3390,Calculus AB AP,11,90.4,Math,0
3391,Data Structures Post-AP,11,89.88,Computer Science,0
3392,Physics I AP,11,89.27,Science,0
3393,Microeconomics AP,11,83.93,Humanities,2
3394,English Literature and Composition AP,11,92.3,English,0
3395,Spanish IV Honors,11,98.8,Foreign Language,1
3396,Calculus AB AP,11,91.15,Math,0
3397,Environmental Science AP,11,94.18,Science,1
3398,Government and Politics: United States AP,11,95.23,Humanities,1
3399,Social Entrepreneurship II Advanced,11,97.93,Entrepreneurship,1
3400,English Literature and Composition AP,11,94.77,English,1
3401,Spanish III,11,98.46,Foreign Language,1
3402,Calculus AB AP,11,97.45,Math,1
3403,Chemistry AP,11,97.97,Science,1
3404,Psychology AP,11,97.66,Psychology,1
3405,European History AP,11,98.63,Humanities,1
3406,English Literature and Composition AP,11,96.88,English,1
3407,Chinese IV Honors,11,94.18,Foreign Language,1
3408,Pre-Calculus Honors,11,93.71,Math,1
3409,Biology AP,11,93.26,Science,0
3410,Psychology AP,11,97.43,Psychology,1
3411,AP Seminar (Capstone Year 1),11,93.33,Research,0
3412,English Literature and Composition AP,11,94.63,English,1
3413,Chinese IV Honors,11,97.17,Foreign Language,1
3414,Calculus BC AP,11,97.02,Math,1
3415,Biology AP,11,94.8,Science,1
3416,European History AP,11,98.34,Humanities,1
3417,Microeconomics AP,11,97.2,Humanities,1
3418,English Literature and Composition AP,11,96.66,English,1
3419,Studio Art Drawing AP,11,97.04,Arts,1
3420,Spanish IV Honors,11,97.99,Foreign Language,1
3421,Calculus AB AP,11,95.42,Math,1
3422,Data Structures Post-AP,11,95.5,Computer Science,1
3423,Biology AP,11,94.24,Science,1
3424,Science Research II Advanced,11,94.0,Science,1
3425,Microeconomics AP,11,97.89,Humanities,1
3426,English Literature and Composition AP,11,88.43,English,0
3427,Talented Writers Program II Honors,11,90.93,English,0
3428,Art History AP,11,97.35,Humanities,1
3429,Latin III Honors,11,98.29,Foreign Language,1
3430,Calculus I Honors,11,97.07,Math,1
3431,Biology AP,11,84.15,Science,2
3432,Psychology AP,11,86.17,Psychology,2
3433,English Literature and Composition AP,11,87.97,English,0
3434,Studio Art 3-D Design AP,11,94.68,Arts,1
3435,Spanish IV,11,89.49,Foreign Language,0
3436,Pre-Calculus,11,86.06,Math,2
3437,Marine Science Honors,11,95.27,Science,1
3438,European History AP,11,93.05,Humanities,0
3439,Government and Politics: United States AP,11,91.3,Humanities,0
3440,English Literature and Composition AP,11,89.83,English,0
3441,Studio Art 3-D Design AP,11,97.44,Arts,1
3442,Spanish IV,11,86.46,Foreign Language,2
3443,Pre-Calculus,11,93.03,Math,0
3444,Marine Science Honors,11,96.86,Science,1
3445,Government and Politics: United States AP,11,85.12,Humanities,2
3446,English Literature and Composition AP,11,91.52,English,0
3447,Spanish Literature and Culture AP,11,90.37,Foreign Language,0
3448,Pre-Calculus,11,86.63,Math,2
3449,Environmental Science AP,11,90.9,Science,0
3450,Psychology AP,11,91.9,Psychology,0
3451,European History AP,11,93.78,Humanities,1
3452,English Literature and Composition AP,11,96.54,English,1
3453,French IV Honors,11,90.09,Foreign Language,0
3454,Calculus AB AP,11,94.3,Math,1
3455,Data Structures Post-AP,11,93.85,Computer Science,1
3456,Biology AP,11,97.29,Science,1
3457,Environmental Science AP,11,96.58,Science,1
3458,Microeconomics AP,11,94.59,Humanities,1
3459,English Literature and Composition AP,11,94.29,English,1
3460,Latin III Honors,11,98.18,Foreign Language,1
3461,Calculus BC AP,11,97.3,Math,1
3462,Data Structures Post-AP,11,94.45,Computer Science,1
3463,Biology AP,11,97.26,Science,1
3464,Organic Chemistry Post-AP,11,98.77,Science,1
3465,European History AP,11,96.56,Humanities,1
3466,English Language and Composition AP,11,94.18,English,1
3467,Spanish IV Honors,11,97.81,Foreign Language,1
3468,Pre-Calculus Honors,11,90.92,Math,0
3469,Computer Science A AP,11,92.98,Science,0
3470,Chemistry AP,11,89.8,Science,0
3471,European History AP,11,93.9,Humanities,1
3472,English Language and Composition AP,11,90.71,English,0
3473,Spanish IV,11,94.99,Foreign Language,1
3474,Pre-Calculus Honors,11,80.41,Math,2
3475,Environmental Science AP,11,90.79,Science,0
3476,Marine Science Honors,11,95.39,Science,1
3477,Government and Politics: United States AP,11,93.82,Humanities,1
3478,English Literature and Composition AP,11,94.73,English,1
3479,Studio Art 3-D Design AP,11,97.93,Arts,1
3480,Spanish IV Honors,11,97.29,Foreign Language,1
3481,Calculus AB AP,11,89.66,Math,0
3482,Chemistry AP,11,91.08,Science,0
3483,Psychology AP,11,92.68,Psychology,0
3484,European History AP,11,94.17,Humanities,1
3485,English Literature and Composition AP,11,88.53,English,0
3486,Latin III Honors,11,94.74,Foreign Language,1
3487,Pre-Calculus Honors,11,87.42,Math,0
3488,Computer Science Principles AP,11,93.65,Science,1
3489,Biology AP,11,89.86,Science,0
3490,European History AP,11,91.69,Humanities,0
3491,English Literature and Composition AP,11,92.08,English,0
3492,French IV,11,81.05,Foreign Language,2
3493,Pre-Calculus Honors,11,77.48,Math,2
3494,Computer Science Principles AP,11,92.05,Science,0
3495,Environmental Science AP,11,87.27,Science,0
3496,European History AP,11,87.23,Humanities,0
3497,English Language and Composition AP,11,89.21,English,0
3498,Latin II Honors,11,97.0,Foreign Language,1
3499,Pre-Calculus,11,84.56,Math,2
3500,Environmental Science AP,11,94.81,Science,1
3501,Marine Science Honors,11,95.52,Science,1
3502,World History AP,11,96.33,Humanities,1
3503,English Language and Composition AP,11,88.52,English,0
3504,Spanish IV,11,92.54,Foreign Language,0
3505,Pre-Calculus Honors,11,81.7,Math,2
3506,Computer Science Principles AP,11,90.93,Science,0
3507,Environmental Science AP,11,91.31,Science,0
3508,European History AP,11,90.37,Humanities,0
3509,Government and Politics: United States AP,11,90.56,Humanities,0
3510,English Language and Composition AP,11,85.18,English,2
3511,Spanish IV,11,81.1,Foreign Language,2
3512,Pre-Calculus,11,78.03,Math,2
3513,Computer Science A AP,11,82.01,Science,2
3514,Marine Science Honors,11,92.47,Science,0
3515,European History AP,11,77.92,Humanities,2
3516,English Literature and Composition AP,11,95.58,English,1
3517,Spanish IV Honors,11,98.43,Foreign Language,1
3518,Calculus AB AP,11,95.95,Math,1
3519,Biology AP,11,96.57,Science,1
3520,Microeconomics AP,11,93.17,Humanities,0
3521,English Literature and Composition AP,11,92.3,English,0
3522,Spanish IV Honors,11,91.88,Foreign Language,0
3523,Pre-Calculus,11,94.38,Math,1
3524,Environmental Science AP,11,91.36,Science,0
3525,Psychology AP,11,93.3,Psychology,0
3526,European History AP,11,91.64,Humanities,0
3527,English Literature and Composition AP,11,94.82,English,1
3528,Spanish IV Honors,11,98.43,Foreign Language,1
3529,Calculus AB AP,11,90.7,Math,0
3530,Biology AP,11,92.95,Science,0
3531,European History AP,11,91.8,Humanities,0
3532,AP Seminar (Capstone Year 1),11,93.7,Research,1
3533,English Language and Composition AP,11,89.4,English,0
3534,Spanish IV,11,89.19,Foreign Language,0
3535,Pre-Calculus,11,93.83,Math,1
3536,Computer Science A AP,11,77.64,Science,2
3537,Anatomy and Physiology Honors,11,90.46,Science,0
3538,Government and Politics: United States AP,11,84.17,Humanities,2
3539,English Literature and Composition AP,11,92.37,English,0
3540,Spanish IV Honors,11,98.89,Foreign Language,1
3541,Pre-Calculus Honors,11,94.69,Math,1
3542,Biology AP,11,97.2,Science,1
3543,Psychology AP,11,95.4,Psychology,1
3544,European History AP,11,97.8,Humanities,1
3545,English Literature and Composition AP,11,95.96,English,1
3546,Spanish IV Honors,11,99.44,Foreign Language,1
3547,Calculus AB AP,11,95.13,Math,1
3548,Biology AP,11,99.4,Science,1
3549,European History AP,11,97.68,Humanities,1
3550,Government and Politics: United States AP,11,99.43,Humanities,1
3551,English Literature and Composition AP,11,94.23,English,1
3552,French III Honors,11,96.09,Foreign Language,1
3553,Pre-Calculus Honors,11,97.15,Math,1
3554,Computer Science A AP,11,95.95,Science,1
3555,Biology Honors,11,99.76,Science,1
3556,Astronomy Honors,11,98.57,Science,1
3557,World History AP,11,100.82,Humanities,1
